Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL),Open  (VGT),High (VGT),Low (VGT),Close (VGT),Volume (VGT),Open (IYW),High (IYW),Low (IYW),Close (IYW),Volume (IYW),Open (SPY),High (SPY),Low (SPY),Close (SPY),Volume (SPY),Open (AMZN),High (AMZN),Low (AMZN),Close (AMZN),Volume (AMZN),Open (MSFT),High (MSFT),Low (MSFT),Close (MSFT),Volume (MSFT),Open (GOOGL),High (GOOGL),Low (GOOGL),Close (GOOGL),Volume (GOOGL),Open (ADI),High (ADI),Low (ADI),Close (ADI),Volume (ADI),Open (QCOM),High (QCOM),Low (QCOM),Close (QCOM),Volume (TXN),Open (TXN),High (TXN),Low (TXN),Close (TXN),Volume (TXN)
12.713,2009,2,11,12.347,12.59,12.263,12.397,187137663,12.713,32.733,32.049,32.507,116753,33.842,34.107,33.36,33.814,310225,72.7,73.221,71.785,72.829,372690626,63.08,64.9,62.25,64.35,8347209,15.924,16.345,15.868,16.108,69878733,179.48,182.5,176.5,179.02,10463200,17.47,17.629,16.947,17.329,7573363,29.412,30.064,28.675,29.261,25387151,13.964,14.158,13.374,13.686,23570973
12.699,2009,2,12,12.271,12.773,12.271,12.713,225165155,12.699,32.742,31.723,32.733,171172,33.444,34.071,33.015,33.996,494840,71.583,73.021,70.608,72.883,538707164,63.25,64.25,61.71,63.96,8094722,15.9,16.203,15.547,16.152,89773740,176.58,181.81,175.74,181.52,11100600,17.054,17.703,16.974,17.521,8517652,28.854,30.268,28.854,30.046,30842374,13.459,13.964,13.274,13.821,27473726
12.106,2009,2,13,12.692,12.798,12.565,12.699,169016433,12.106,33.127,32.573,32.695,96406,34.015,34.489,33.871,34.043,334284,72.784,73.386,72.08,72.098,337477729,63.96,64.68,62.87,63.26,4128883,16.176,16.328,15.967,16.011,56524909,181.1,181.5,177.62,178.84,8293400,17.44,18.135,17.422,17.728,7622126,30.157,30.748,29.886,30.167,21571700,13.917,14.607,13.908,14.294,32943589
12.085,2009,2,17,12.42,12.424,12.074,12.106,184181312,12.085,31.769,31.197,31.242,111000,33.109,33.128,32.475,32.521,313219,69.833,72.272,68.971,69.014,549736603,61.5,62.65,61.18,61.67,7125788,15.503,15.512,15.002,15.172,90419547,173.26,173.54,169.84,171.33,11360800,17.389,17.414,16.476,16.584,9350199,29.76,30.046,28.83,29.353,26361542,13.83,13.917,13.258,13.299,26111895
11.606,2009,2,18,12.185,12.274,11.873,12.085,190124683,11.606,31.759,30.953,31.366,82578,32.726,33.052,32.213,32.539,380138,69.509,69.643,68.194,68.849,416649663,62.2,62.78,60.52,62.35,7365966,15.262,15.473,15.094,15.194,65515905,173.62,176.69,170.26,176.56,12049000,16.915,16.999,16.408,16.601,11117046,29.588,29.744,28.746,29.013,27448108,13.409,13.62,13.048,13.366,19083512
11.679,2009,2,19,11.951,12.069,11.54,11.606,251460545,11.679,31.469,30.318,30.39,164522,32.716,32.754,31.524,31.607,331994,69.552,69.826,67.969,68.108,363731299,62.84,64.18,61.67,61.95,6768856,15.414,15.414,14.934,15.019,58117458,178.74,179.9,170.7,171.32,9977400,16.708,17.195,16.053,16.086,9463470,29.328,29.667,28.56,28.609,24088483,13.452,13.485,12.48,12.614,26617873
11.134,2009,2,20,11.461,11.833,11.399,11.679,209116481,11.134,30.663,29.895,30.39,116949,31.187,31.952,31.084,31.579,305645,66.843,68.247,66.008,67.444,547746083,61.22,64.15,60.84,63.86,9353863,14.918,15.254,14.809,15.094,82775285,169.02,174.46,167.5,173.22,12434200,15.821,16.417,15.804,16.004,11508307,28.415,29.217,28.263,28.803,26897931,12.414,12.936,12.228,12.685,27456263
11.556,2009,2,23,11.732,11.782,11.08,11.134,209811560,11.556,30.599,29.025,29.137,124898,31.895,31.895,30.153,30.402,296568,68.186,68.186,64.981,65.031,435790216,64.11,64.91,61.52,61.71,7335993,15.127,15.22,14.391,14.433,84404908,173.5,174.9,164.78,165.03,10442200,16.129,16.261,15.1,15.208,10695212,28.609,28.959,27.62,27.713,23980368,12.827,12.888,12.313,12.39,20911579
11.674,2009,2,24,11.174,11.641,11.14,11.556,210814219,11.674,30.241,29.147,29.988,79255,30.422,31.449,30.338,31.243,684056,65.59,67.907,65.075,67.497,489474264,61.91,66.1,61.89,65.6,10270440,14.274,14.548,13.72,14.399,146261036,165.51,174.81,165.44,172.72,12191800,15.297,15.621,15.148,15.573,8010577,28.043,29.345,27.95,29.16,30387370,12.449,13.022,12.431,12.896,20907174
11.422,2009,2,25,11.508,11.9,11.431,11.674,227961051,11.422,30.599,29.332,30.036,90474,31.084,31.869,30.488,31.3,284944,67.204,68.316,65.886,66.966,530370504,64.8,65.75,62.82,63.71,9121919,14.257,14.456,13.802,14.221,126167016,171.08,176.15,169.46,170.82,12878200,15.472,16.344,15.39,15.971,9961328,28.822,29.363,27.992,28.684,24899354,12.81,13.258,12.533,12.954,22937736
11.438,2009,2,26,11.796,11.9,11.393,11.422,172113392,11.438,30.654,29.595,29.68,87722,31.588,32.007,30.907,30.945,209050,67.796,69.405,65.799,65.878,417110209,64.04,64.73,62.34,62.34,7274911,14.299,14.323,13.769,13.769,99201917,172.98,176.24,168.58,168.59,11211200,16.167,16.55,15.557,15.566,9157611,28.913,29.903,28.38,28.459,29262003,13.048,13.409,12.255,12.346,31556215
11.264,2009,2,27,11.271,11.691,11.228,11.438,196215342,11.264,29.979,29.24,29.558,195699,30.618,31.382,30.516,30.917,336376,64.475,65.939,64.3,64.404,540161152,61.17,65.08,60.94,64.79,11486777,13.651,13.854,13.501,13.543,111393752,166.48,171.91,165.56,169,10840000,15.331,15.796,15.282,15.455,8771753,28.17,28.923,28.17,28.263,29594042,12.22,12.431,11.952,12.103,21922898
11.315,2009,3,2,11.27,11.679,11.228,11.264,212888353,11.315,29.576,28.491,28.585,198175,30.394,30.955,29.798,29.965,402783,63.176,64.395,61.304,61.504,489521303,63.94,65.52,61.51,61.99,10510786,13.376,13.625,13.183,13.241,96080859,166.66,170.35,163,163.58,11577000,15.167,15.447,14.776,14.866,7930527,27.872,28.56,27.595,27.722,27109869,11.89,12.262,11.553,11.613,20318591
11.676,2009,3,3,11.411,11.62,11.256,11.315,201029452,11.676,29.12,28.313,28.65,194837,30.265,30.507,29.685,29.872,443446,62.383,62.463,60.667,61.043,509388870,62.95,63.29,61.3,61.7,9687560,13.41,13.62,13.115,13.316,95247469,165.04,166.84,161.18,162.74,13049600,15.083,15.415,14.85,15.124,10588166,28.153,28.854,27.832,28.281,29271117,11.73,12.296,11.596,11.976,32250699
11.377,2009,3,4,11.545,11.88,11.456,11.676,206612596,11.377,29.727,28.904,29.314,119871,30.329,31.178,30.292,30.713,287988,62.053,63.482,61.043,62.487,531201350,62.85,65.79,62.4,64.81,11948891,13.325,13.754,13.325,13.517,82095468,161.58,164.5,157.69,159.46,15636800,15.157,15.937,15.148,15.689,11083680,28.778,29.809,28.645,29.37,30549038,12.144,12.751,12.06,12.523,30574224
10.924,2009,3,5,11.556,11.765,11.326,11.377,196656849,10.924,29.24,28.267,28.341,101018,30.265,30.675,29.647,29.779,767098,61.069,62.487,59.385,59.936,557359257,64.15,65.8,63.6,64.77,11758019,13.258,13.316,12.806,12.806,106481408,158.24,159.54,151.32,152.82,13059800,15.39,15.902,15.383,15.573,8794517,29.201,29.971,29.168,29.277,32258323,12.262,12.917,12.151,12.566,28922492
10.642,2009,3,6,11.31,11.32,10.543,10.924,281668441,10.642,28.782,27.432,28.182,110215,29.855,30.2,28.802,29.572,764592,60.458,61.374,58.455,60.043,563034383,65.39,65.5,59.82,61.69,15093753,12.871,13.1,12.468,12.815,110681193,153.61,155.1,147.12,154.28,14468400,15.698,16.069,15.016,15.323,10242738,29.378,29.651,27.62,28.433,39517023,12.685,12.917,11.943,12.406,30602162
11.349,2009,3,9,10.764,11.218,10.575,10.642,194747028,11.349,28.471,27.273,27.49,88835,29.137,29.936,28.63,28.774,809746,59.195,60.982,59.003,59.334,436091628,62.2,64.03,60.15,60.49,13563217,12.755,13.2,12.664,12.705,79281902,149.99,153.28,144.72,145.44,12942600,15.383,15.671,14.934,14.967,8513565,28.221,29.235,27.756,27.899,27022082,12.279,12.801,12.262,12.39,23521409
11.868,2009,3,10,10.856,11.421,10.803,11.349,235466311,11.868,29.258,27.845,29.185,88651,29.359,30.785,29.236,30.675,622175,60.555,63.046,60.434,62.872,466308114,62.49,65.9,61.78,65.71,15435891,12.888,13.938,12.788,13.819,113507390,149.12,155.25,147.12,154.08,13460400,15.257,15.929,15.092,15.894,7916689,28.39,29.918,28.212,29.893,39554428,12.65,13.317,12.497,13.206,29945518
12.34,2009,3,11,11.513,12.046,11.472,11.868,236044586,12.34,30.223,29.231,29.998,254212,31.113,31.786,30.731,31.459,979054,63.596,64.249,62.575,63.282,409578510,66.24,69.37,65.27,68.54,13883396,13.971,14.424,13.778,14.347,100792450,155.05,160,152.85,158.96,11847200,16.026,16.369,15.812,16.112,7263579,30.014,30.216,29.208,29.886,27983973,13.266,13.409,12.954,13.248,21527400
12.285,2009,3,12,11.898,12.37,11.782,12.34,214312799,12.285,30.898,29.717,30.765,163677,31.579,32.446,31.168,32.372,786925,63.265,65.991,62.698,65.772,470426540,68.4,69.87,67.25,69.58,11350045,14.274,14.291,13.819,14.265,111732466,158.77,162.5,156.82,161.76,10048200,16.112,16.608,16.004,16.541,8571667,29.971,31.257,29.871,31.102,32296472,13.223,13.476,12.936,13.444,19645184
12.219,2009,3,13,12.334,12.446,12.168,12.285,167664420,12.219,30.963,30.381,30.803,136398,32.408,32.493,31.86,32.325,722791,66.218,67.062,65.101,66.286,387383642,69.64,69.74,67.53,68.63,8903480,14.239,14.299,13.568,13.963,98937067,163.05,163.73,159.51,162.21,7812800,16.576,16.765,16.268,16.717,8760759,30.969,31.136,30.369,31.072,20964497,13.51,13.747,13.342,13.669,21049110
12.762,2009,3,16,12.362,12.471,12.06,12.219,222349209,12.762,31.064,30.28,30.299,189502,32.576,32.623,31.747,31.833,624650,67.044,67.925,66.044,66.086,414183135,68.71,69.29,66.68,66.98,9437238,14.106,14.221,13.62,13.625,79931945,163,164.86,159.29,159.84,9893600,16.807,16.875,16.219,16.244,9436705,31.172,31.248,30.216,30.3,18315033,13.747,13.899,13.19,13.248,16504129
13,2009,3,17,12.195,12.766,12.175,12.762,219600784,13,31.329,30.364,31.329,99456,32.007,32.939,31.852,32.911,449584,66.269,68.264,65.728,68.108,409882847,67.4,71.71,67,71.35,11903004,13.737,14.171,13.634,14.171,74720664,160.09,167.67,159.54,167.67,9425000,16.344,16.781,16.185,16.781,6506074,30.511,31.585,30.428,31.546,24122028,13.291,13.88,13.13,13.872,19405870
13.014,2009,3,18,12.79,13.252,12.77,13,222004745,13.014,32.349,31.197,31.898,149640,32.801,34.053,32.754,33.526,748889,67.786,70.478,67.14,69.634,543585914,70.98,73.91,70.13,71.25,10402376,14.106,14.44,13.92,14.221,84338586,167.4,170,164.02,166.55,10024400,16.717,17.204,16.56,17.09,7964280,31.366,32.633,31.055,32.085,31213064,13.813,14.421,13.73,14.236,24508525
13.01,2009,3,19,13.057,13.214,12.839,13.014,139491556,13.01,32.527,31.928,31.993,132600,34.043,34.117,33.482,33.734,680032,70.504,70.563,68.551,68.771,491982255,71.47,71.91,69.24,70.1,8819023,14.548,14.633,14.187,14.373,70351154,165.84,168,163.69,164.97,8222400,17.313,17.338,16.634,16.816,6915719,32.178,32.366,31.627,31.821,29767507,14.346,14.48,13.846,13.998,16080325
13.79,2009,3,20,13.08,13.204,12.88,13.01,194000264,13.79,32.481,31.271,31.412,87244,33.744,34.168,32.831,33.099,474554,68.614,68.743,66.669,66.828,426057239,70.53,70.89,69.08,69.96,8468888,14.534,14.801,14.156,14.306,97474714,165.15,166.5,163.17,165.08,9475800,16.824,16.974,16.153,16.244,7517475,32.069,32.17,30.983,31.331,33099198,13.998,14.06,13.19,13.308,25509826
13.638,2009,3,23,13.148,13.849,13.031,13.79,185846682,13.638,33.349,31.983,33.349,187637,33.871,35.057,33.564,35.012,453910,68.595,71.689,68.22,71.627,482397499,71.5,75.61,70.7,75.58,8612359,14.641,15.589,14.516,15.369,85382367,166.78,174.72,166.52,174.3,8543000,16.584,17.173,16.369,16.85,8475224,32.061,32.996,31.702,32.82,26580981,13.747,14.346,13.409,14.346,22489020
13.637,2009,3,24,13.59,14.017,13.497,13.638,178689921,13.637,33.426,32.77,32.864,141441,34.779,35.132,34.453,34.562,615774,70.772,71.748,70.138,70.214,379772415,74.8,75,72.31,72.81,7457874,15.118,15.271,14.961,15.038,59683715,173.25,176.92,172,173.58,7640000,16.642,16.833,16.443,16.617,5522459,32.498,32.615,31.923,32.153,21375095,14.245,14.412,13.917,14.042,14715434
14.069,2009,3,25,13.769,13.874,13.302,13.637,180333974,14.069,33.603,32.18,33.022,103873,34.825,35.31,33.772,34.627,1309279,70.764,72.046,68.874,70.955,507361547,73.36,73.95,69.84,72.4,7896554,15.094,15.354,14.692,14.993,88159328,175.2,175.67,168.12,172.04,8672600,16.875,17.107,16.104,16.443,8656950,32.312,32.955,31.591,32.55,28880683,14.109,14.463,13.596,13.855,17358079
13.682,2009,3,26,13.822,14.082,13.779,14.069,171794055,13.682,34.213,33.339,34.135,234049,35.02,35.851,34.964,35.786,870795,71.654,72.568,70.845,72.403,484438505,73.5,74.98,72.64,73.69,6657648,15.262,15.833,15.194,15.789,76053395,176.56,179.58,174.25,176.64,12006600,16.666,16.922,16.476,16.751,8234511,32.845,33.563,32.727,33.429,27999893,14.06,14.684,13.926,14.639,21833282
13.379,2009,3,27,13.894,13.897,13.626,13.682,137454186,13.379,33.874,33.264,33.293,255775,35.385,35.423,34.853,34.964,868212,71.481,71.897,70.836,71.098,370014937,71.71,72.29,70.1,70.52,8568766,15.53,15.607,15.136,15.203,56847291,175,176,172.74,173.85,6645600,16.51,16.7,16.417,16.568,4878368,32.989,33.326,32.642,32.921,18694620,14.489,14.869,14.329,14.437,16519974
13.463,2009,3,30,13.332,13.449,13.139,13.379,140166551,13.463,32.818,31.983,32.424,126386,34.226,34.283,33.482,33.987,552813,69.518,69.578,67.915,68.64,372040794,70.43,71.67,69.75,71.44,8371294,14.877,14.895,14.483,14.659,58949987,171.28,171.9,168.02,171.34,6188200,16.452,16.532,15.902,16.02,4343953,32.55,32.607,31.553,32.017,21588524,14.125,14.268,13.721,13.846,11222729
13.918,2009,3,31,13.512,13.763,13.447,13.463,158814361,13.918,33.62,32.733,32.984,140750,34.302,35.243,34.273,34.535,1016764,69.308,70.636,68.866,69.276,418105366,72.97,74.5,72.12,73.44,8917993,14.918,15.756,14.912,15.405,109816468,174.46,176.76,173.09,174.03,7310600,16.318,16.318,15.902,15.979,5365511,32.506,33.494,32.328,32.894,32754034,14.033,14.177,13.798,13.926,15916328
14.435,2009,4,1,13.326,13.96,13.305,13.918,164106299,14.435,33.791,32.489,33.726,252234,34.136,35.505,34.005,35.301,799539,68.411,70.93,68.237,70.617,432775417,72.73,75.09,71.71,73.5,7041396,15.338,16.233,15.245,16.195,114635585,171.89,177.62,170.3,177.04,6602400,15.671,15.911,15.415,15.754,11715855,32.347,33.616,32.178,33.545,24050476,13.686,13.949,13.493,13.703,30317596
14.854,2009,4,2,14.09,14.697,14.059,14.435,225918240,14.854,35.411,34.259,34.716,223973,36.064,37.202,35.97,36.427,924765,72.376,73.71,70.678,72.683,546660559,74.1,77.24,73.44,76.34,11065439,16.337,16.678,15.931,16.176,118115808,181.66,184.88,180.16,181.25,8976000,16.119,16.617,15.971,16.244,5583293,33.766,35.11,33.58,34.924,40804022,13.587,14.245,13.543,13.89,32797592
15.169,2009,4,3,14.587,14.873,14.537,14.854,176589216,15.169,35.343,34.641,35.334,168477,36.466,37.082,36.306,37.044,905264,72.733,73.421,72.019,73.403,326742542,76.35,78.32,75.5,78.17,5809701,15.992,16.059,15.456,15.725,97100782,182.25,185.86,179,184.89,7579600,16.095,17.165,16.053,17.107,10317397,34.832,35.067,34.351,34.822,21733006,13.933,14.32,13.703,14.301,25653009
14.728,2009,4,6,14.721,15.208,14.507,15.169,183127138,14.728,34.988,34.317,34.868,140876,36.495,36.651,35.905,36.617,524449,72.602,73.413,71.689,72.829,304037584,77.07,78.36,76,77.99,5750368,15.622,15.733,15.314,15.733,56510334,183.5,184.91,180.7,184.12,6560600,16.992,16.992,16.401,16.867,6988331,34.221,34.395,33.539,34.376,19963149,14.143,14.149,13.686,13.926,22770534
14.896,2009,4,7,14.91,14.941,14.622,14.728,149361805,14.896,34.53,33.855,34.006,158760,36.055,36.198,35.467,35.597,496272,71.654,72.003,71.009,71.13,297385987,76.8,77.08,74.88,75.51,5748060,15.733,16.051,15.622,15.733,78453133,181.3,181.88,177.66,179.32,7360200,16.592,16.938,16.393,16.476,4732746,33.876,34.046,32.979,33.277,18938907,13.756,14.149,13.578,13.798,14487735
15.312,2009,4,8,14.758,14.955,14.675,14.896,126895071,15.312,34.83,34.117,34.57,254359,35.989,36.617,35.824,36.342,454289,71.49,72.256,71.035,71.897,264476951,76.15,77.11,74.57,76.98,5651091,15.915,16.452,15.9,16.09,67056197,181.75,182.5,178.1,181,5530400,16.708,16.798,16.369,16.691,4832144,33.724,34.25,33.419,34.001,19424815,14.077,14.329,13.703,14.158,22357154
15.397,2009,4,9,15.169,15.369,15.106,15.312,147799978,15.397,35.869,35.138,35.728,148667,37.025,37.594,36.895,37.315,633198,73.761,74.764,73.466,74.756,309532395,77.75,80,77.26,79.77,7081472,16.302,16.521,16.116,16.495,66330698,184.75,187.18,183.12,186.25,6765200,16.884,17.371,16.816,17.213,5832399,34.536,35.508,34.402,35.211,24878933,14.421,14.656,14.294,14.54,19745633
15.151,2009,4,13,15.369,15.492,15.24,15.397,108481314,15.151,35.823,35.128,35.607,139236,37.388,37.473,36.811,37.277,523808,73.977,75.389,73.684,74.772,258100057,79.84,79.97,77.85,78.94,6211504,16.479,16.646,16.241,16.427,52960521,185.66,189.55,185.15,189.06,6100200,16.999,17.14,16.751,17.042,9049366,34.729,34.781,34.259,34.56,15473783,14.454,14.572,14.125,14.48,13732048
15.065,2009,4,14,15.309,15.391,15.016,15.151,126616397,15.065,35.598,34.971,35.224,252834,37.035,37.295,36.626,36.839,403951,74.075,74.712,73.248,73.484,317504838,78,79.46,76.94,77.22,6160286,16.285,16.394,15.931,16.226,75806225,188.47,188.5,182.8,184.46,6857200,16.841,17.362,16.773,17.289,5695982,34.478,34.799,34.147,34.495,18736496,14.31,14.844,14.287,14.614,20855142
15.554,2009,4,15,14.983,15.144,14.824,15.065,115071612,15.554,35.082,34.493,35.054,148189,36.55,36.726,36.084,36.707,397770,73.039,74.414,72.838,74.267,287805843,75.78,75.81,73.51,74.71,9411679,16.134,16.144,15.521,15.789,86462376,183.55,190.53,182.08,189.75,9861400,16.983,16.983,16.649,16.93,6699378,34.147,34.621,33.919,34.577,18263006,14.143,14.497,13.974,14.346,19338240
15.807,2009,4,16,15.265,15.773,15.213,15.554,165149905,15.807,36.328,35.252,36.085,181574,37.138,38.032,36.914,37.789,636954,74.86,75.923,73.85,75.358,384775931,75.33,77.48,75.16,77.25,7457838,16.09,16.586,15.924,16.571,80697458,190.75,196.45,190.51,194.37,20370200,16.956,17.736,16.956,17.651,7054743,34.799,35.262,34.45,35.203,22541308,14.675,15.071,14.549,15.012,23833182
15.431,2009,4,17,15.5,15.912,15.401,15.807,138694239,15.431,36.3,35.636,36.132,170966,37.857,37.994,37.354,37.799,708244,75.644,76.357,75.04,75.861,301492019,76.78,78.72,75.88,78.05,7423889,16.512,16.512,15.931,16.1,73165911,193.01,199.91,192.4,196.12,21461600,17.47,17.835,17.195,17.754,6107631,35.289,35.306,34.442,34.647,24456196,15.012,15.28,14.726,15.154,22467800
15.596,2009,4,20,15.596,15.751,15.259,15.431,130056791,15.596,35.551,34.83,34.998,192296,37.016,37.192,36.476,36.68,603145,74.521,75.835,72.602,72.683,337123844,78.45,79.79,76.83,77.57,8682734,15.85,15.891,15.574,15.607,75051354,193.08,195.32,187.94,189.65,8857800,17.463,17.637,16.892,17.148,5409360,33.909,34.204,33.198,33.503,21306918,14.961,15.004,14.406,14.607,31359131
15.562,2009,4,21,15.233,15.64,15.187,15.596,130890809,15.562,35.663,34.763,35.636,265694,36.38,37.268,36.372,37.22,415663,72.149,74.163,72.088,74.101,344916014,77.76,79.1,77.29,78.74,7162026,15.607,16.002,15.574,15.907,72549924,188.08,192.15,188.05,190.74,7390800,17.247,17.494,16.717,17.204,7886024,33.59,34.104,33.207,34.046,21705396,14.884,15.054,14.006,14.429,52279665
16.059,2009,4,22,15.701,16.052,15.521,15.562,257317120,16.059,36.515,35.242,35.785,320800,36.904,38.134,36.811,37.334,965188,73.429,75.215,73.24,73.648,390736076,78.17,82.18,77.81,79.2,8748979,15.707,16.09,15.682,15.748,70573010,190.88,195,189.5,191.93,7003600,17.107,17.703,16.781,17.354,6843877,33.75,34.746,33.69,33.919,29463137,14.277,15.406,14.109,14.884,36748226
15.866,2009,4,23,16.219,16.29,15.816,16.059,263002275,15.866,35.982,35.167,35.898,275240,37.632,37.632,36.697,37.427,890831,73.795,74.414,72.856,74.37,372953549,81.4,82.06,79.08,80.61,15858697,15.806,15.884,15.488,15.868,101554806,193.76,194.88,190.56,192.34,5218000,17.306,17.371,16.85,17.338,7096045,34.756,34.883,33.572,34.432,26378348,15.004,15.004,14.167,14.622,24170585
15.974,2009,4,24,15.945,16.024,15.749,15.866,150644934,15.974,36.927,35.926,36.738,199726,37.857,38.534,37.53,38.276,843242,74.948,76.061,74.649,75.495,330251314,82.01,86.68,80.73,84.46,23483810,16.629,17.781,16.354,17.536,200017365,193.02,196.59,190.25,194.74,6770800,17.354,17.66,17.024,17.546,5291455,34.586,35.186,33.825,34.967,22398612,14.751,15.18,14.497,15.079,19774251
15.866,2009,4,27,15.735,16.006,15.71,15.974,133998857,15.866,37.003,36.281,36.524,223248,37.922,38.66,37.828,38.078,751864,74.64,75.8,74.521,74.781,332407718,83.87,84.98,82.21,83.12,9703588,17.192,17.46,17.005,17.106,81125193,192.17,194.74,191.38,192.98,4581200,17.256,17.719,17.213,17.281,5164496,35.796,37.699,35.762,36.498,45159994,14.869,15.198,14.514,14.732,22869409
16.024,2009,4,28,15.794,16.164,15.785,15.866,126864351,16.024,36.647,36.011,36.262,190830,37.818,38.209,37.566,37.789,604062,74.023,75.435,73.841,74.546,284593831,82.57,85.35,82.4,82.4,7923169,16.939,16.997,16.595,16.713,88598052,191.88,194.52,190.77,191.86,5887200,17.132,17.345,16.867,17.042,3837221,36.057,36.803,35.566,35.71,20763890,14.471,14.717,14.301,14.337,14604807
16.112,2009,4,29,15.988,16.244,15.857,16.024,127674324,16.112,37.497,36.477,37.057,159598,38.078,39.031,38.004,38.563,814499,75.371,76.977,75.182,76.131,357574092,82.98,82.99,79.26,79.79,9723940,16.863,17.518,16.82,16.98,91635753,192.98,197.48,192.92,195.74,7220000,17.247,17.44,16.999,17.231,4072042,35.999,36.825,35.508,36.42,21211272,14.463,14.91,14.337,14.656,13944255
16.295,2009,4,30,16.185,16.264,15.997,16.112,138856146,16.295,38.125,37.039,37.255,372258,39.067,39.674,38.553,38.807,866416,77.143,77.55,75.722,76.157,345996599,80.93,82.67,79.89,80.52,8537600,17.273,17.693,16.781,16.989,99809789,197.88,201.88,197.4,197.98,8711400,17.204,18.085,17.204,17.644,5857469,36.437,36.825,35.271,35.78,26874998,14.809,15.661,14.757,15.231,22420559
16.913,2009,5,1,16.112,16.386,16.109,16.295,110839216,16.913,37.534,36.833,37.497,181691,38.835,39.096,38.379,39.048,441617,76.175,76.845,75.547,76.566,271028578,80.15,80.38,77.85,78.96,6121410,16.915,17.067,16.655,16.973,75297203,197.52,198.8,195.78,196.84,4855400,17.447,17.92,17.289,17.537,5989159,35.753,36.151,35.075,36.065,16834052,15.248,15.28,14.799,15.138,19357746
16.993,2009,5,4,16.417,16.936,16.351,16.913,170001745,16.993,38.238,37.592,38.181,278001,39.375,39.757,39.171,39.703,707773,77.143,79.224,76.994,79.172,329582034,80.36,81.35,78.85,79.77,7027040,17.098,17.106,16.756,16.931,64768241,199.08,201.2,197.4,200.99,6406000,17.754,18.334,17.537,18.291,6903968,36.345,37.154,36.209,36.649,19057978,15.231,15.738,15.154,15.484,19340113
16.967,2009,5,5,16.873,17.014,16.791,16.993,111002870,16.967,38.276,37.715,38.014,374982,39.674,39.703,39.218,39.617,513342,78.9,79.215,78.265,78.9,278978826,81.09,82,80.19,81.9,5869697,16.872,16.973,16.47,16.595,79698837,199.99,202.5,198.62,201.5,4801600,18.283,18.367,17.936,18.242,5053835,36.6,36.852,36.074,36.769,18503902,15.457,15.457,14.961,15.064,20669511
16.529,2009,5,6,17.095,17.097,16.677,16.967,132025508,16.529,38.481,37.544,38.03,270762,39.888,39.972,39.004,39.607,1207538,79.869,80.322,78.936,80.268,335116065,82.8,83.6,79.66,81.99,8600639,16.813,16.829,16.443,16.595,71086384,203.4,204.14,200.5,201.74,5265800,18.406,18.938,18.143,18.756,8672701,37.024,37.377,36.201,36.97,19861201,15.138,15.703,14.884,15.443,28012465
16.544,2009,5,7,16.916,16.955,16.379,16.529,147928018,16.544,38.463,36.608,36.871,289318,39.888,39.907,37.967,38.351,1155887,81.027,81.149,78.649,79.155,364799927,82.75,82.75,77.88,79.28,9629272,16.747,16.763,16.051,16.203,81904654,202.05,202.5,196.25,198.3,5999600,18.989,18.989,17.563,17.876,6637775,36.987,37.35,35.262,35.796,23638294,15.677,15.677,14.59,14.827,25249776
16.592,2009,5,8,16.532,16.805,16.171,16.544,130488888,16.592,37.31,36.43,36.936,288236,38.621,38.723,37.698,38.192,992191,80.173,81.208,79.199,81.002,343312740,79.74,80.23,76.31,77.95,8192526,16.354,16.47,16.051,16.285,80593319,201.42,205.06,197.5,203.66,7730200,18.143,18.143,17.024,17.14,9329012,36.209,36.446,34.933,35.333,22782070,14.884,14.996,14.194,14.59,23309921
15.935,2009,5,11,16.3,16.769,16.278,16.592,112808484,15.935,37.32,36.374,36.964,257528,37.771,38.679,37.613,38.209,1162830,79.885,80.241,79.311,79.485,284588884,76.9,79.85,76.01,78.61,6871202,16.067,16.544,15.939,16.203,76021379,201.4,206,200.6,203.99,5118600,16.947,17.687,16.666,17.256,7270018,35.102,35.948,34.503,35.441,15014362,14.489,14.774,14.194,14.557,18011974
15.301,2009,5,12,16.61,16.61,15.784,15.935,169302193,15.301,37.245,36.281,36.711,157994,38.479,38.572,37.594,37.959,539679,79.824,79.999,78.273,79.25,324199930,78.77,78.97,76.53,77.93,5548672,16.354,16.82,16.328,16.678,85750552,205,205.5,197.56,199.5,7581600,17.338,17.389,16.765,17.09,6823750,35.617,35.71,34.173,34.603,19865210,14.143,14.666,13.974,14.194,18342214
15.746,2009,5,13,15.77,15.88,15.286,15.301,165438241,15.746,36.374,35.672,35.756,246375,37.641,37.715,36.998,37.074,674395,78.179,78.413,77.098,77.254,309492919,76.25,76.65,74.01,74.19,8769083,16.756,16.772,16.495,16.562,58767651,197.04,198.2,194.18,194.77,5685600,16.841,17.165,16.592,16.684,5351938,34.212,34.395,33.69,33.75,22635296,14.125,14.532,14.109,14.396,22454789
15.676,2009,5,14,15.338,15.819,15.329,15.746,124307466,15.676,36.506,35.813,36.242,133362,37.192,37.857,37.101,37.575,469759,77.29,78.508,77.098,77.917,298564526,73.76,76.06,73.31,75.11,9341390,16.621,16.964,16.605,16.82,64893678,194.4,196.1,192.34,193.75,5874000,16.717,16.965,16.592,16.657,8561754,33.994,34.544,33.843,34.265,16333760,14.463,14.877,14.379,14.79,23213691
