Future Close (AAPL),Year,Month,Day,Open (AAPL),High (AAPL),Low (AAPL),Close (AAPL),Volume (AAPL)
9.4488,2006,09,18,9.4527,9.586,9.3861,9.4637,196685002
9.638,2006,09,19,9.4749,9.521,9.3225,9.4488,198019474
9.558,2006,09,20,9.527,9.692,9.504,9.638,229356551
9.3489,2006,09,21,9.647,9.74,9.4819,9.558,221459485
9.701,2006,09,22,9.515,9.518,9.2946,9.3489,185483697
9.938,2006,09,25,9.4527,9.714,9.4419,9.701,239542181
9.783,2006,09,26,9.745,9.961,9.745,9.938,307573695
9.862,2006,09,27,9.89,9.921,9.71,9.783,225987295
9.858,2006,09,28,9.868,9.922,9.726,9.862,201736518
9.586,2006,09,29,9.89,9.928,9.82,9.858,113162818
9.4889,2006,10,02,9.605,9.716,9.514,9.586,198682281
9.655,2006,10,03,9.526,9.597,9.3723,9.4889,220496232
9.582,2006,10,04,9.4739,9.666,9.3683,9.655,231038469
9.504,2006,10,05,9.54,9.752,9.4939,9.582,187951156
9.556,2006,10,06,9.533,9.609,9.4537,9.504,130208917
9.4537,2006,10,09,9.4527,9.615,9.4168,9.556,122211350
9.3772,2006,10,10,9.55,9.55,9.3586,9.4537,148197243
9.638,2006,10,11,9.4208,9.4769,9.2966,9.3772,159455164
9.607,2006,10,12,9.4448,9.656,9.4258,9.638,165314129
9.657,2006,10,13,9.69,9.847,9.569,9.607,190779523
9.513,2006,10,16,9.612,9.717,9.575,9.657,141856990
9.543,2006,10,17,9.616,9.64,9.4839,9.513,134086943
10.117,2006,10,18,9.575,10.064,9.467,9.543,312852054
10.238,2006,10,19,10.15,10.238,10.009,10.117,422699152
10.433,2006,10,20,10.113,10.243,10.074,10.238,178321095
10.38,2006,10,23,10.245,10.486,10.213,10.433,232009453
10.46,2006,10,24,10.424,10.46,10.27,10.38,129135896
10.525,2006,10,25,10.413,10.5,10.375,10.46,135140806
10.297,2006,10,26,10.476,10.579,10.391,10.525,120653241
10.298,2006,10,27,10.474,10.559,10.246,10.297,165890124
10.384,2006,10,30,10.245,10.361,10.18,10.298,139419046
10.14,2006,10,31,10.436,10.46,10.273,10.384,139807017
10.115,2006,11,01,10.387,10.423,10.034,10.14,170449700
10.025,2006,11,02,10.098,10.157,10.053,10.115,129812684
10.209,2006,11,03,10.158,10.184,9.962,10.025,120438924
10.31,2006,11,06,10.118,10.253,10.043,10.209,119991965
10.559,2006,11,07,10.309,10.374,10.26,10.31,146649709
10.674,2006,11,08,10.245,10.59,10.232,10.559,192636060
10.644,2006,11,09,10.629,10.845,10.516,10.674,257380888
10.802,2006,11,10,10.706,10.706,10.566,10.644,104252983
10.886,2006,11,13,10.655,10.814,10.584,10.802,125671372
10.764,2006,11,14,10.859,10.886,10.744,10.886,164230914
10.963,2006,11,15,10.892,11,10.757,10.764,182479917
10.993,2006,11,16,10.871,11.052,10.835,10.963,193495187
11.074,2006,11,17,10.893,11.006,10.886,10.993,130067085
11.345,2006,11,20,10.937,11.14,10.911,11.074,158307687
11.564,2006,11,21,11.196,11.345,11.154,11.345,173594100
11.736,2006,11,22,11.399,11.622,11.251,11.564,187393383
11.466,2006,11,24,11.463,11.919,11.462,11.736,144759207
11.757,2006,11,27,11.842,11.928,11.462,11.466,299726737
11.757,2006,11,28,11.578,11.778,11.514,11.757,288933742
11.74,2006,11,29,11.91,11.928,11.556,11.757,322654810
11.693,2006,11,30,11.809,11.868,11.662,11.74,242722561
11.669,2006,12,01,11.757,11.823,11.539,11.693,221733731
11.687,2006,12,04,11.77,11.789,11.589,11.669,197902465
11.505,2006,12,05,11.738,11.823,11.638,11.687,184809018
11.146,2006,12,06,11.608,11.703,11.483,11.505,177784590
11.302,2006,12,07,11.527,11.589,11.128,11.146,280207427
11.364,2006,12,08,11.156,11.448,11.14,11.302,218660737
11.031,2006,12,11,11.382,11.437,11.277,11.364,139324957
11.405,2006,12,12,11.345,11.377,10.954,11.031,288424195
11.338,2006,12,13,11.266,11.407,11.16,11.405,238666152
11.235,2006,12,14,11.399,11.526,11.302,11.338,232014661
10.946,2006,12,15,11.396,11.427,11.184,11.235,206288072
11.053,2006,12,18,11.235,11.271,10.831,10.946,201209834
10.854,2006,12,19,10.842,11.101,10.708,11.053,254127334
10.617,2006,12,20,11.073,11.099,10.852,10.854,158418211
10.526,2006,12,21,10.854,10.947,10.526,10.617,251986616
10.439,2006,12,22,10.693,10.762,10.45,10.526,170538803
10.44,2006,12,26,10.516,10.575,10.36,10.439,136692465
10.357,2006,12,27,10.008,10.5,9.833,10.44,539722232
10.864,2006,12,28,10.257,10.405,10.201,10.357,312288577
10.731,2006,12,29,10.751,10.937,10.676,10.864,300160879
10.969,2007,01,03,11.049,11.087,10.486,10.731,345302870
10.893,2007,01,04,10.78,11.007,10.733,10.969,236252357
10.946,2007,01,05,10.992,11.038,10.807,10.893,232773093
11.854,2007,01,08,11.011,11.081,10.922,10.946,222149027
12.42,2007,01,09,11.075,11.907,10.906,11.854,933759387
12.267,2007,01,10,12.135,12.526,11.968,12.42,820730037
12.117,2007,01,11,12.289,12.394,12.178,12.267,401661844
12.433,2007,01,12,12.107,12.174,11.939,12.117,366027068
12.161,2007,01,16,12.257,12.452,12.222,12.433,346840092
11.407,2007,01,17,12.489,12.499,12.143,12.161,453218702
11.331,2007,01,18,11.782,11.796,11.405,11.407,659349162
11.116,2007,01,19,11.348,11.48,11.285,11.331,379744435
10.974,2007,01,22,11.418,11.419,10.968,11.116,402540763
11.103,2007,01,23,10.977,11.207,10.951,10.974,336685388
11.045,2007,01,24,11.024,11.16,11.024,11.103,258728936
10.935,2007,01,25,11.159,11.331,11.018,11.045,252639719
11.006,2007,01,26,11.149,11.189,10.885,10.935,275130377
10.956,2007,01,29,11.045,11.097,10.954,11.006,251405514
10.978,2007,01,30,11.077,11.077,10.917,10.956,160943141
10.852,2007,01,31,10.86,11.014,10.802,10.978,238301361
10.852,2007,02,01,11.031,11.048,10.852,10.852,185223259
10.75,2007,02,02,10.776,10.917,10.717,10.852,173327711
10.777,2007,02,05,10.797,10.915,10.75,10.75,161405362
11.032,2007,02,06,10.814,10.817,10.612,10.777,240961071
11.036,2007,02,07,10.821,11.062,10.7,11.032,297417155
10.664,2007,02,08,10.967,11.08,10.938,11.036,189370669
10.87,2007,02,09,10.998,11.038,10.656,10.664,239880362
10.846,2007,02,12,10.811,10.909,10.709,10.87,201764456
10.924,2007,02,13,10.909,10.923,10.796,10.846,161936755
10.912,2007,02,14,10.837,10.967,10.83,10.924,141666808
10.863,2007,02,15,10.915,10.964,10.856,10.912,101411579
11,2007,02,16,10.897,10.938,10.841,10.863,111474825
11.424,2007,02,20,10.83,11.034,10.779,11,172235557
11.463,2007,02,21,11.021,11.461,11.008,11.424,322183882
11.407,2007,02,22,11.628,11.63,11.335,11.463,233763003
11.352,2007,02,23,11.433,11.569,11.378,11.407,144427846
10.748,2007,02,26,11.507,11.526,11.22,11.352,171792585
10.834,2007,02,27,11.048,11.15,10.683,10.748,319442902
11.149,2007,02,28,10.828,10.961,10.629,10.834,256409965
10.938,2007,03,01,10.757,11.308,10.724,11.149,394757858
11.053,2007,03,02,11.112,11.211,10.912,10.938,239815763
11.293,2007,03,05,10.991,11.352,10.982,11.053,233181782
11.235,2007,03,06,11.245,11.308,11.193,11.293,201682723
11.271,2007,03,07,11.271,11.394,11.199,11.235,174620479
11.267,2007,03,08,11.344,11.36,11.2,11.271,142484159
11.509,2007,03,09,11.371,11.378,11.193,11.267,125660350
11.32,2007,03,12,11.271,11.525,11.27,11.509,203423631
11.526,2007,03,13,11.448,11.601,11.32,11.32,241977610
11.47,2007,03,14,11.345,11.526,11.261,11.526,222120710
11.473,2007,03,15,11.526,11.571,11.438,11.47,155920572
11.67,2007,03,16,11.472,11.525,11.438,11.473,159438492
11.715,2007,03,19,11.555,11.725,11.473,11.67,198842082
12.022,2007,03,20,11.695,11.761,11.662,11.715,136404395
12.033,2007,03,21,11.782,12.037,11.738,12.022,191659295
11.977,2007,03,22,12.01,12.083,11.91,12.033,157625132
12.274,2007,03,23,11.949,12.046,11.949,11.977,125828992
12.223,2007,03,26,12.04,12.281,11.949,12.274,241161364
11.94,2007,03,27,12.254,12.399,12.167,12.223,257947727
12.006,2007,03,28,12.153,12.217,11.928,11.94,264554993
11.899,2007,03,29,12.06,12.061,11.811,12.006,202352424
11.993,2007,03,30,12.078,12.125,11.878,11.899,167475178
12.102,2007,04,02,12.056,12.069,11.912,11.993,139963969
12.072,2007,04,03,12.054,12.196,12.007,12.102,162849037
12.125,2007,04,04,12.16,12.184,12.053,12.072,132966739
11.993,2007,04,05,12.05,12.125,11.977,12.125,99148054
12.069,2007,04,09,12.194,12.204,11.915,11.993,115261788
11.857,2007,04,10,11.997,12.069,11.964,12.069,98296930
11.806,2007,04,11,12.026,12.032,11.823,11.857,153101090
11.555,2007,04,12,11.791,11.821,11.617,11.806,183654688
11.708,2007,04,13,11.645,11.704,11.533,11.555,200863594
11.57,2007,04,16,11.601,11.718,11.556,11.708,169955276
11.577,2007,04,17,11.786,11.82,11.487,11.57,209655898
11.559,2007,04,18,11.545,11.635,11.474,11.577,129386385
11.651,2007,04,19,11.548,11.684,11.505,11.559,118787486
11.975,2007,04,20,11.664,11.677,11.596,11.651,146139118
11.94,2007,04,23,11.737,12.013,11.707,11.975,217645137
12.209,2007,04,24,12.04,12.346,11.691,11.94,294295025
12.657,2007,04,25,12.071,12.217,12.013,12.209,330909950
12.796,2007,04,26,13.008,13.126,12.588,12.657,484683536
12.78,2007,04,27,12.568,12.8,12.511,12.796,195052719
12.739,2007,04,30,12.813,12.933,12.763,12.78,171930349
12.858,2007,05,01,12.753,12.852,12.621,12.739,148507151
12.859,2007,05,02,12.761,12.877,12.739,12.858,140893052
12.91,2007,05,03,12.896,12.99,12.808,12.859,160657926
13.309,2007,05,04,12.904,13.011,12.872,12.91,106532846
13.455,2007,05,07,12.942,13.363,12.934,13.309,240269953
13.686,2007,05,08,13.245,13.467,13.244,13.455,218657961
13.747,2007,05,09,13.436,13.698,13.433,13.686,200159564
13.926,2007,05,10,13.66,13.937,13.566,13.747,333857993
14.007,2007,05,11,13.772,13.977,13.673,13.926,181623757
13.77,2007,05,14,14.048,14.085,13.86,14.007,181816520
13.747,2007,05,15,14.033,14.11,13.636,13.77,266201390
14.017,2007,05,16,13.891,13.936,13.244,13.747,314369576
14.087,2007,05,17,13.735,14.069,13.722,14.017,205483554
14.337,2007,05,18,14.114,14.168,14.058,14.087,173116817
14.54,2007,05,21,14.123,14.399,14.09,14.337,178454750
14.459,2007,05,22,14.405,14.565,14.341,14.54,159634682
14.175,2007,05,23,14.602,14.728,14.419,14.459,254159331
14.549,2007,05,24,14.449,14.659,14.132,14.175,247469972
14.644,2007,05,25,14.341,14.569,14.282,14.549,176492317
15.211,2007,05,29,14.672,14.711,14.432,14.644,180070735
15.519,2007,05,30,14.639,15.225,14.538,15.211,412371353
15.162,2007,05,31,15.377,15.642,15.308,15.519,361617762
15.538,2007,06,01,15.507,15.519,15.148,15.162,246601470
15.71,2007,06,04,15.193,15.591,15.098,15.538,247259754
15.833,2007,06,05,15.548,15.713,15.431,15.71,256806653
15.886,2007,06,06,15.667,15.885,15.616,15.833,310164573
15.944,2007,06,07,16.006,16.341,15.776,15.886,534344969
15.392,2007,06,08,16.089,16.112,15.659,15.944,346277112
15.417,2007,06,11,16.137,16.156,15.308,15.392,522698680
15.048,2007,06,12,15.285,15.589,15.151,15.417,397844813
15.208,2007,06,13,15.511,15.519,14.778,15.048,480137758
15.431,2007,06,14,15.009,15.295,14.91,15.208,271426767
16.017,2007,06,15,15.443,15.451,15.351,15.431,226221000
15.836,2007,06,18,15.788,16.03,15.693,16.017,253942219
15.568,2007,06,19,15.974,16.008,15.742,15.836,263011080
15.866,2007,06,20,15.863,15.966,15.561,15.568,250306692
15.752,2007,06,21,15.579,15.916,15.457,15.866,241756386
15.666,2007,06,22,15.861,15.939,15.671,15.752,176219294
15.322,2007,06,25,15.905,16.017,15.503,15.666,269232607
15.61,2007,06,26,15.877,15.878,15.203,15.322,374081367
15.439,2007,06,27,15.448,15.628,15.272,15.61,271833544
15.628,2007,06,28,15.684,15.686,15.369,15.439,233910600
15.529,2007,06,29,15.623,15.878,15.507,15.628,316362049
16.285,2007,07,02,15.509,15.633,15.276,15.529,277528323
16.999,2007,07,03,15.623,16.315,15.561,16.285,324196349
16.943,2007,07,05,16.495,17.028,16.481,16.999,404690317
16.692,2007,07,06,17.052,17.076,16.7,16.943,243805189
16.95,2007,07,09,16.943,17.02,16.543,16.692,277427270
16.955,2007,07,10,16.527,17.223,16.497,16.95,349719688
17.167,2007,07,11,16.904,17.124,16.816,16.955,228826496
17.639,2007,07,12,17.137,17.192,16.955,17.167,196391708
17.684,2007,07,13,17.288,17.656,17.224,17.639,252948977
17.788,2007,07,16,17.744,17.925,17.611,17.684,260952496
17.686,2007,07,17,17.709,17.88,17.611,17.788,197627504
17.927,2007,07,18,17.696,17.727,17.423,17.686,211062111
18.409,2007,07,19,17.965,18.032,17.887,17.927,204095535
18.401,2007,07,20,18.144,18.464,17.927,18.409,324422187
17.271,2007,07,23,18.366,18.598,18.049,18.401,288496408
17.578,2007,07,24,17.781,18.058,17.18,17.271,500393811
18.696,2007,07,25,17.596,17.717,17.288,17.578,418343924
18.421,2007,07,26,18.688,19.018,17.539,18.696,609713291
18.112,2007,07,27,18.715,19.071,18.411,18.421,322997313
16.873,2007,07,30,18.476,18.628,17.876,18.112,308938917
17.288,2007,07,31,18.314,18.374,16.843,16.873,490674255
17.477,2007,08,01,17.111,17.34,16.363,17.288,487845317
16.884,2007,08,02,17.531,17.539,17.18,17.477,237703871
17.323,2007,08,03,17.338,17.41,16.84,16.884,188995834
17.291,2007,08,06,17.02,17.325,16.431,17.323,257826874
17.16,2007,08,07,17.278,17.575,16.984,17.291,264743117
16.188,2007,08,08,17.514,17.526,16.904,17.16,225182326
16.006,2007,08,09,16.79,17.032,16.017,16.188,313384801
16.366,2007,08,10,15.752,16.36,15.408,16.006,393062029
15.882,2007,08,13,16.457,16.564,16.201,16.366,209871835
15.355,2007,08,14,16.43,16.431,15.841,15.882,205582841
14.989,2007,08,15,15.719,15.991,15.322,15.355,276360162
15.63,2007,08,16,14.97,15.175,14.295,14.989,519423293
15.649,2007,08,17,15.623,15.815,15.346,15.63,333047893
16.336,2007,08,20,15.878,15.945,15.431,15.649,223957303
16.969,2007,08,21,15.648,16.516,15.494,16.336,362635238
16.784,2007,08,22,16.815,16.999,16.692,16.969,292681523
17.328,2007,08,23,17.065,17.076,16.618,16.784,241472936
16.936,2007,08,24,16.716,17.338,16.624,17.328,253888243
16.24,2007,08,27,17.088,17.244,16.917,16.936,197001364
17.17,2007,08,28,16.757,16.958,16.216,16.24,328245497
17.447,2007,08,29,16.631,17.184,16.588,17.17,325045062
17.732,2007,08,30,16.977,17.703,16.943,17.447,399939244
18.462,2007,08,31,17.875,17.887,17.598,17.732,244094374
17.514,2007,09,04,17.927,18.662,17.908,18.462,365720853
17.29,2007,09,05,18.585,18.674,17.43,17.514,647417491
16.875,2007,09,06,17.366,17.621,16.993,17.29,529504287
17.507,2007,09,07,16.906,16.943,16.648,16.875,398554970
17.353,2007,09,10,17.543,17.677,17.154,17.507,414352649
17.525,2007,09,11,17.661,17.709,17.129,17.353,270375496
17.571,2007,09,12,17.416,17.853,17.386,17.525,285182768
17.776,2007,09,13,17.772,17.801,17.499,17.571,182992127
17.723,2007,09,14,17.487,17.798,17.441,17.776,169371181
18.048,2007,09,17,17.8,18.003,17.624,17.723,220975432
18.025,2007,09,18,17.795,18.295,17.653,18.048,296192315
17.967,2007,09,19,18.315,18.334,17.853,18.025,286043490
18.461,2007,09,20,17.945,18.156,17.843,17.967,191903497
18.99,2007,09,21,18.068,18.524,17.967,18.461,317434345
19.615,2007,09,24,18.781,19.189,18.781,18.99,292461723
19.565,2007,09,25,18.804,19.62,18.804,19.615,331618710
19.787,2007,09,26,19.776,19.849,19.368,19.565,271691797
19.653,2007,09,27,19.698,19.79,19.507,19.787,182925326
20.02,2007,09,28,19.644,19.798,19.562,19.653,171131375
20.292,2007,10,01,19.802,20.16,19.586,20.02,233145108
20.223,2007,10,02,20.079,20.31,19.964,20.292,220543979
20.008,2007,10,03,20.234,20.387,20.107,20.223,192841867
20.675,2007,10,04,20.229,20.243,19.657,20.008,182716015
21.504,2007,10,05,20.282,20.692,20.194,20.675,261664740
21.497,2007,10,08,20.894,21.504,20.87,21.504,232735102
21.358,2007,10,09,21.783,21.914,21.345,21.497,307868594
20.776,2007,10,10,21.464,21.5,21.208,21.358,185672389
21.419,2007,10,11,21.706,22.01,19.619,20.776,455246229
21.382,2007,10,12,20.895,21.422,20.72,21.419,275185100
21.715,2007,10,15,21.511,21.714,20.938,21.382,300342626
22.125,2007,10,16,21.184,21.792,21.148,21.715,296293365
22.218,2007,10,17,22.116,22.159,21.668,22.125,314097892
21.824,2007,10,18,21.961,22.307,21.907,22.218,229374861
22.33,2007,10,19,22.303,22.365,21.771,21.824,359678702
23.84,2007,10,22,21.789,22.398,21.765,22.33,443542508
23.812,2007,10,23,24.14,24.152,23.405,23.84,499663734
23.407,2007,10,24,23.8,23.974,22.954,23.812,358751843
23.653,2007,10,25,23.673,23.807,23.262,23.407,270734530
23.703,2007,10,26,23.69,23.738,23.42,23.653,196930829
23.949,2007,10,29,23.781,23.895,23.653,23.703,150676483
24.327,2007,10,30,23.836,24.249,23.656,23.949,261833218
24.003,2007,10,31,24.041,24.347,23.686,24.327,232166600
24.059,2007,11,01,24.152,24.346,23.051,24.003,224376046
23.843,2007,11,02,24.223,24.259,23.496,24.059,279360391
24.56,2007,11,05,23.728,24.198,23.594,23.843,224072318
23.857,2007,11,06,23.953,24.588,23.725,24.56,266027068
22.469,2007,11,07,24.382,24.675,23.836,23.857,276595039
21.179,2007,11,08,23.885,23.935,21.486,22.469,526696031
19.691,2007,11,09,21.88,22.428,21.157,21.179,425162196
21.765,2007,11,12,21.13,21.479,19.291,19.691,492362604
21.274,2007,11,13,20.615,21.897,19.691,21.765,484373501
21.04,2007,11,14,22.733,22.739,20.97,21.274,403585172
21.309,2007,11,15,21.28,21.717,20.528,21.04,414487458
20.996,2007,11,16,21.193,21.388,20.405,21.309,385660112
21.623,2007,11,19,21.262,21.54,20.758,20.996,321694225
21.572,2007,11,20,21.247,22,20.942,21.623,429930531
21.967,2007,11,21,21.195,22.072,21.086,21.572,339509885
22.097,2007,11,23,22.027,22.033,21.739,21.967,129891462
22.387,2007,11,26,22.268,22.7,22.072,22.097,363869639
23.08,2007,11,27,22.439,22.511,21.772,22.387,366923874
23.6,2007,11,28,22.669,23.128,22.456,23.08,320237489
23.335,2007,11,29,22.959,23.714,22.943,23.6,291924936
22.908,2007,11,30,24.016,24.039,23.012,23.335,331057965
23.027,2007,12,03,23.282,23.584,22.755,22.908,267838964
23.755,2007,12,04,22.679,23.167,22.667,23.027,215691856
24.327,2007,12,05,23.435,23.819,23.361,23.755,248378681
24.883,2007,12,06,23.847,24.346,23.834,24.327,250866121
24.873,2007,12,07,24.401,24.972,24.081,24.883,297123533
24.145,2007,12,10,24.79,25.057,24.675,24.873,201210463
24.441,2007,12,11,24.947,25.207,23.996,24.145,308945448
24.565,2007,12,12,24.779,24.905,23.787,24.441,341155751
24.381,2007,12,13,24.346,24.604,24.053,24.565,241126701
23.615,2007,12,14,24.369,25.612,24.273,24.381,188026204
23.433,2007,12,17,24.423,24.672,23.433,23.615,285267629
23.451,2007,12,18,23.916,23.989,22.872,23.433,340716873
23.974,2007,12,19,23.447,23.644,23.167,23.451,230164023
24.833,2007,12,20,23.748,24.054,23.477,23.974,215053709
25.459,2007,12,21,24.336,24.833,24.319,24.833,277136695
25.478,2007,12,24,24.973,25.527,24.944,25.459,133938457
25.429,2007,12,26,25.486,25.735,25.205,25.478,196023777
25.591,2007,12,27,25.478,25.992,25.331,25.429,221610714
25.368,2007,12,28,25.681,25.811,25.213,25.591,193249555
24.951,2007,12,31,25.58,25.675,25.323,25.368,149767323
24.964,2008,01,02,25.547,25.646,24.658,24.951,300780650
23.057,2008,01,03,25.034,25.278,24.675,24.964,234652068
22.748,2008,01,04,24.527,24.715,22.91,23.057,405631839
21.932,2008,01,07,23.213,23.51,21.799,22.748,577574252
22.973,2008,01,08,23.06,23.368,21.874,21.932,424241367
22.796,2008,01,09,21.961,22.986,21.552,22.973,505605195
22.116,2008,01,10,22.748,23.181,22.463,22.796,413104626
22.898,2008,01,11,22.537,22.774,21.771,22.116,343006974
21.648,2008,01,14,22.743,22.976,22.434,22.898,306290012
20.443,2008,01,15,22.767,22.952,21.085,21.648,653218753
20.604,2008,01,16,21.144,21.644,20.068,20.443,617221901
20.664,2008,01,17,20.672,21.178,20.287,20.604,490056992
19.93,2008,01,18,20.709,21.228,20.438,20.664,478705168
17.81,2008,01,22,18.941,20.488,18.696,19.93,668204384
17.366,2008,01,23,17.439,17.927,16.154,17.81,939695278
16.65,2008,01,24,17.927,18.016,16.906,17.366,558747916
16.65,2008,01,25,17.804,17.813,16.598,16.65,432827562
16.845,2008,01,28,16.393,17.058,16.195,16.65,410897690
16.928,2008,01,29,16.802,17.004,16.528,16.845,306592896
17.337,2008,01,30,16.84,17.349,16.648,16.928,346000509
17.129,2008,01,31,16.608,17.499,16.57,17.337,374807167
16.86,2008,02,01,17.454,17.49,16.928,17.129,281707026
16.565,2008,02,04,17.19,17.403,16.83,16.86,250535180
15.623,2008,02,05,16.7,17.159,16.507,16.565,317853612
15.526,2008,02,06,16.759,16.895,15.597,15.623,437605500
16.07,2008,02,07,15.364,15.981,15.017,15.526,580659389
16.577,2008,02,08,15.632,16.097,15.574,16.07,377878653
15.991,2008,02,11,16.399,16.646,16.29,16.577,334732316
16.57,2008,02,12,16.744,16.774,15.83,15.991,341619552
16.322,2008,02,13,16.231,16.62,16.087,16.57,269675765
15.962,2008,02,14,16.578,16.751,16.265,16.322,265982495
15.644,2008,02,15,16.173,16.273,15.886,15.962,250737774
15.856,2008,02,19,16.142,16.232,15.552,15.644,279953599
15.567,2008,02,20,15.649,15.958,15.584,15.856,269429202
15.296,2008,02,21,16.149,16.198,15.476,15.567,261418619
15.335,2008,02,22,15.687,15.689,14.839,15.296,426218780
15.258,2008,02,25,15.186,15.391,14.94,15.335,350160432
15.748,2008,02,26,15.066,15.507,14.784,15.258,417111822
16.636,2008,02,27,15.143,15.758,15.122,15.748,407279206
16.009,2008,02,28,16.282,16.929,16.106,16.636,450691198
15.591,2008,02,29,16.559,16.676,15.984,16.009,347604195
15.961,2008,03,03,15.932,16.134,15.112,15.591,444179020
15.942,2008,03,04,15.621,15.993,15.42,15.961,497707051
15.484,2008,03,05,15.827,16.024,15.653,15.942,339718950
15.653,2008,03,06,15.995,16.328,15.47,15.484,410732148
15.328,2008,03,07,15.431,15.749,15.247,15.653,343135737
16.308,2008,03,10,15.641,15.811,15.285,15.328,278980325
16.14,2008,03,11,15.843,16.325,15.623,16.308,324881375
16.385,2008,03,12,16.264,16.48,16.028,16.14,295393929
16.213,2008,03,13,15.871,16.582,15.752,16.385,352229888
16.23,2008,03,14,16.647,16.687,15.906,16.213,322574554
17.009,2008,03,17,15.697,16.468,15.694,16.23,298973888
16.605,2008,03,18,16.561,17.032,16.479,17.009,335975837
17.066,2008,03,19,17.043,17.197,16.605,16.605,281724859
17.872,2008,03,20,16.754,17.069,16.543,17.066,253287048
18.055,2008,03,24,17.167,18.038,17.116,17.872,297599035
18.579,2008,03,25,17.926,18.326,17.588,18.055,293513679
17.958,2008,03,26,18.041,18.663,18.009,18.579,329588666
18.315,2008,03,27,18.554,18.61,17.926,17.958,278205997
18.377,2008,03,28,18.16,18.524,18.133,18.315,199318317
19.148,2008,03,31,18.339,18.66,18.251,18.377,213931597
18.887,2008,04,01,18.736,19.166,18.392,19.148,287519306
19.415,2008,04,02,19.079,19.363,18.675,18.887,290735661
19.603,2008,04,03,18.839,19.673,18.826,19.415,293199532
19.964,2008,04,04,19.492,19.811,19.306,19.603,238196737
19.574,2008,04,07,20.001,20.448,19.864,19.964,322998125
19.394,2008,04,08,19.654,20.033,19.507,19.574,282722188
19.792,2008,04,09,19.637,19.708,19.269,19.394,243557848
18.843,2008,04,10,19.352,19.903,19.286,19.792,266538010
18.924,2008,04,11,19.546,19.629,18.748,18.843,335743874
19.003,2008,04,14,18.782,19.113,18.51,18.924,235659480
19.682,2008,04,15,19.132,19.172,18.661,19.003,193859954
19.786,2008,04,16,19.433,19.734,19.289,19.682,221690612
20.623,2008,04,17,19.746,19.977,19.637,19.786,196087503
21.534,2008,04,18,20.368,20.781,20.282,20.623,286176516
20.515,2008,04,21,20.791,21.576,20.716,21.534,289503500
20.86,2008,04,22,21.441,21.514,20.244,20.515,400204854
21.636,2008,04,23,21.009,21.11,20.628,20.86,419493319
21.736,2008,04,24,21.175,21.768,20.388,21.636,473335824
22.057,2008,04,25,21.86,21.913,21.312,21.736,276783580
22.418,2008,04,28,21.739,22.25,21.661,22.057,219367063
22.275,2008,04,29,21.914,22.496,21.802,22.418,257241562
23.051,2008,04,30,22.564,23.051,22.144,22.275,317442129
23.173,2008,05,01,22.405,23.051,22.393,23.051,251633136
23.656,2008,05,02,23.075,23.294,22.865,23.173,277738755
23.905,2008,05,05,23.294,23.73,23.188,23.656,238104028
23.609,2008,05,06,23.647,23.962,23.33,23.905,255948722
23.699,2008,05,07,23.825,24.103,23.523,23.609,195738103
23.491,2008,05,08,23.533,23.884,23.445,23.699,250554038
24.097,2008,05,09,23.457,23.596,23.226,23.491,187593127
24.329,2008,05,12,23.72,24.186,23.417,24.097,228261727
23.853,2008,05,13,24.152,24.517,24.057,24.329,229128499
24.298,2008,05,14,24.497,24.619,23.765,23.853,255441462
24.028,2008,05,15,23.919,24.32,23.59,24.298,243325898
23.51,2008,05,16,24.369,24.369,23.949,24.028,213366015
23.807,2008,05,19,24.062,24.164,23.218,23.51,263760564
22.819,2008,05,20,23.284,23.84,23.065,23.807,270241158
22.673,2008,05,21,23.769,24.075,22.57,22.819,322612253
23.202,2008,05,22,22.948,23.222,22.027,22.673,336519572
23.875,2008,05,23,23.148,23.304,22.767,23.202,252938866
23.95,2008,05,27,23.41,23.875,23.285,23.875,220113009
23.908,2008,05,28,24.01,24.069,23.526,23.95,207308665
24.171,2008,05,29,23.939,24.103,23.755,23.908,180316589
23.831,2008,05,30,24.012,24.273,23.995,24.171,169927452
23.738,2008,06,02,24.14,24.287,23.631,23.831,189380334
23.717,2008,06,03,23.935,24.103,23.353,23.738,209303027
24.258,2008,06,04,23.564,23.959,23.465,23.717,202738767
23.774,2008,06,05,23.853,24.313,23.781,24.258,210204143
23.257,2008,06,06,24.075,24.327,23.762,23.774,269046995
23.774,2008,06,09,23.682,23.685,22.505,23.257,526264929
23.156,2008,06,10,23.095,23.919,22.926,23.774,318040510
22.189,2008,06,11,23.607,23.819,22.996,23.156,267941514
22.074,2008,06,12,23.236,23.387,21.926,22.189,364403085
22.647,2008,06,13,21.961,22.303,21.171,22.074,375180778
23.233,2008,06,16,21.932,22.781,21.653,22.647,293123381
22.894,2008,06,17,22.817,23.304,22.719,23.233,250860097
23.167,2008,06,18,23.181,23.333,22.712,22.894,226169454
22.446,2008,06,19,22.857,23.353,22.642,23.167,220848579
22.174,2008,06,20,22.929,23.181,22.411,22.446,247567738
22.187,2008,06,23,22.383,22.523,21.97,22.174,180076401
22.716,2008,06,24,22.033,22.509,21.978,22.187,173441356
21.546,2008,06,25,22.346,22.904,22.268,22.716,179458876
21.78,2008,06,26,22.302,22.39,21.515,21.546,242173913
21.444,2008,06,27,21.314,21.842,21.022,21.78,289785857
